,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
200,T H Wharton,3469_G_4,3469,G,4,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,104.0,9421.0,1974.0,9999.0,,,N,Natural Gas,,,,CM,,,,,,,,,0.01,0.01581,0.01581,0.01581,0.01581,,,,,,,,,,,,Natural Gas,3469.0,29.9417,-95.5306,,,,,,,,3.6509190329230177,117.0,POINT (-95.53060000000001 29.9417),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,37.99530820916775,1,0.0,1,1,0,True,False,2030,3469+4,,,,,,,,,,,,
201,T H Wharton,3469_G_41,3469,G,41,89962.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,57.0,9421.0,1972.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,0.01,0.01581,0.01581,0.01581,0.01581,,,,,,,,,,,,Natural Gas,3469.0,29.9417,-95.5306,,,,,,,,3.6509190329230177,117.0,POINT (-95.53060000000001 29.9417),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,36.423,5819.119608714985,22.8,0.0,13170.0,3.5999999999999996,37.99530820916775,1,0.0,1,1,0,True,False,2030,3469+41,,,,,,,,,,,,
202,T H Wharton,3469_G_42,3469,G,42,89963.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,57.0,9421.0,1972.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,0.01,0.01581,0.01581,0.01581,0.01581,,,,,,,,,,,,Natural Gas,3469.0,29.9417,-95.5306,,,,,,,,3.6509190329230177,117.0,POINT (-95.53060000000001 29.9417),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,36.423,5819.119608714985,22.8,0.0,13170.0,3.5999999999999996,37.99530820916775,1,0.0,1,1,0,True,False,2030,3469+42,,,,,,,,,,,,
203,T H Wharton,3469_G_43,3469,G,43,89964.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,57.0,9421.0,1974.0,9999.0,,,N,Natural Gas,,,,,,,,,,,,,0.01,0.01581,0.01581,0.01581,0.01581,,,,,,,,,,,,Natural Gas,3469.0,29.9417,-95.5306,,,,,,,,3.6509190329230177,117.0,POINT (-95.53060000000001 29.9417),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,36.423,5819.119608714985,22.8,0.0,13170.0,3.5999999999999996,37.99530820916775,1,0.0,1,1,0,True,False,2030,3469+43,,,,,,,,,,,,
204,T H Wharton,3469_G_44,3469,G,44,89965.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,57.0,9421.0,1974.0,9999.0,,,N,Natural Gas,,,,CM,,,,,,,,,0.01,0.01581,0.01581,0.01581,0.01581,,,,,,,,,,,,Natural Gas,3469.0,29.9417,-95.5306,,,,,,,,3.6509190329230177,117.0,POINT (-95.53060000000001 29.9417),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,36.423,5819.119608714985,22.8,0.0,13170.0,3.5999999999999996,37.99530820916775,1,0.0,1,1,0,True,False,2030,3469+44,,,,,,,,,,,,
205,W A Parish,3470_B_WAP1,3470,B,WAP1,2374.0,O/G Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,169.0,11706.0,1958.0,9999.0,wall,dry,N,Natural Gas,,,,BF + FR + LA + LNB + OFA,,,,,,,,,0.01,0.20817,0.20817,0.20817,0.20817,,,,,,,,,,,,Natural Gas,3470.0,29.4828,-95.6311,,,,,,,,3.6509190329230177,117.0,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,7.0,39.039,17253.179190751445,67.60000000000001,0.0,37800.0,4.47,47.20765819939684,1,0.0,1,1,0,True,False,2030,3470+WAP1,,,,,,,,,,,,
206,W A Parish,3470_B_WAP2,3470,B,WAP2,2375.0,O/G Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,169.0,11063.0,1958.0,9999.0,wall,dry,N,Natural Gas,,,,BF + FR + LA + LNB + OFA,,,,,,,,,0.01,0.11935,0.11935,0.11935,0.11935,,,,,,,,,,,,Natural Gas,3470.0,29.4828,-95.6311,,,,,,,,3.6509190329230177,117.0,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,7.0,39.039,17253.179190751445,67.60000000000001,0.0,37800.0,4.47,44.860117261227344,1,0.0,1,1,0,True,False,2030,3470+WAP2,,,,,,,,,,,,
207,W A Parish,3470_B_WAP3,3470,B,WAP3,2376.0,O/G Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,273.0,11199.0,1961.0,9999.0,wall,dry,N,Natural Gas,,,,FR + LA + OFA,,,,,,,,,0.01,0.31632,0.31632,0.31632,0.31632,,,,,,,,,,,,Natural Gas,3470.0,29.4828,-95.6311,,,,,,,,3.6509190329230177,117.0,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,7.0,63.063,27870.52023121387,109.2,0.0,37800.0,4.47,45.356642249704876,1,0.0,1,1,0,True,False,2030,3470+WAP3,,,,,,,,,,,,
208,W A Parish,3470_B_WAP4,3470,B,WAP4,2377.0,O/G Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,552.0,10770.0,1968.0,9999.0,tangential,,N,Natural Gas,,,,FR + LA,,,,,,,,,0.01,0.15052,0.15052,0.15052,0.15052,,,,,,,,,,,,Natural Gas,3470.0,29.4828,-95.6311,,,,,,,,3.6509190329230177,117.0,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,7.0,127.512,56353.57936860827,220.8,0.0,37800.0,4.47,43.7903979845809,1,0.0,1,1,0,True,False,2030,3470+WAP4,,,,,,,,,,,,
209,W A Parish,3470_B_WAP5,3470,B,WAP5,2378.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,659.0,10556.0,1977.0,9999.0,wall,dry,N,Subbituminous,,,,LNB + OFA,SCR,2003.0,,B,,ACI,2015.0,,1.2,0.05513,0.05513,0.05513,0.05513,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,1.751942379046926,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,117.961,67277.18986216096,263.6,0.0,37800.0,4.47,22.96350375321935,1,0.0,1,1,0,True,2040,False,3470+WAP5,,,,,,,,,,,,
210,W A Parish,3470_B_WAP6,3470,B,WAP6,2379.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,653.0,10529.0,1978.0,9999.0,wall,dry,N,Subbituminous,,,,LNB + OFA,SCR,2003.0,,B,,ACI,2015.0,,1.2,0.08011,0.08011,0.08011,0.08011,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,1.751942379046926,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,116.887,66664.65095598044,261.2,0.0,37800.0,4.47,22.916201308985084,1,0.0,1,1,0,True,2040,False,3470+WAP6,,,,,,,,,,,,
211,W A Parish,3470_B_WAP7,3470,B,WAP7,2380.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,577.0,10483.0,1980.0,9999.0,tangential,dry,N,Subbituminous,,,,LNB,SCR,2004.0,,B,,ACI,2015.0,,1.2,0.04331,0.04331,0.04331,0.04331,0.1,0.1,0.1,,,,,,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,1.751942379046926,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,103.283,58905.82481102712,230.8,0.0,37800.0,4.47,22.835611959548924,1,0.0,1,1,0,True,2040,False,3470+WAP7,,,,,,,,,,,,
212,W A Parish,3470_B_WAP8,3470,B,WAP8,2381.0,Coal Steam,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,610.0,10533.0,1982.0,9999.0,tangential,dry,N,Subbituminous,Wet Scrubber,1982.0,0.85,LNB,SCR,2004.0,,B,,ACI,2015.0,,0.36,0.05501,0.05501,0.05501,0.05501,0.1,0.1,0.1,0.9,,,Y,0.354,,,,Subbituminous,3470.0,29.4828,-95.6311,,,,,,,,1.751942379046926,214.3,POINT (-95.6311 29.4828),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,12.0,109.19,62274.78879502001,244.0,0.0,37800.0,4.47,22.92320907850127,1,0.0,1,1,0,True,2040,False,3470+WAP8,,,,,,,,,,,,
213,Houston Chemical Complex Battleground,50043_G_GT1,50043,G,GT1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,66.0,8951.0,1982.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,42.174,6737.927967985771,26.400000000000002,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,True,False,2040,50043+GT1,,,,,,,,,,,,
214,Houston Chemical Complex Battleground,50043_G_GT2,50043,G,GT2,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,66.0,8951.0,1982.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,42.174,6737.927967985771,26.400000000000002,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,True,False,2040,50043+GT2,,,,,,,,,,,,
215,Houston Chemical Complex Battleground,50043_G_GT3,50043,G,GT3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.0,8951.0,2005.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,False,False,False,50043+GT3,,,,,,,,,,,,
216,Houston Chemical Complex Battleground,50043_G_ST,50043,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,62.0,8951.0,1982.0,9999.0,,,Y,Natural Gas,,,,,SCR,2005.0,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,39.618,6329.568697198755,24.8,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,True,False,2040,50043+ST,,,,,,,,,,,,
217,Optim Energy Altura Cogen LLC,50815_G_GEN1,50815,G,GEN1,10087.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.7,11234.0,1985.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.5383,7115.660293463761,27.880000000000003,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,True,False,2050,50815+GEN1,,,,,,,,,,,,
218,Optim Energy Altura Cogen LLC,50815_G_GEN2,50815,G,GEN2,10088.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.7,11234.0,1985.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.5383,7115.660293463761,27.880000000000003,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,True,False,2050,50815+GEN2,,,,,,,,,,,,
219,Optim Energy Altura Cogen LLC,50815_G_GEN3,50815,G,GEN3,10089.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,70.0,11234.0,1985.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,True,False,2050,50815+GEN3,,,,,,,,,,,,
220,Optim Energy Altura Cogen LLC,50815_G_GEN4,50815,G,GEN4,10090.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.9,11234.0,1986.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.66610000000001,7136.078257003113,27.960000000000004,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,True,False,2050,50815+GEN4,,,,,,,,,,,,
221,Optim Energy Altura Cogen LLC,50815_G_GEN5,50815,G,GEN5,10091.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,68.3,11234.0,1986.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,43.643699999999995,6972.734548688306,27.32,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,True,False,2050,50815+GEN5,,,,,,,,,,,,
222,Optim Energy Altura Cogen LLC,50815_G_GEN6,50815,G,GEN6,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,120.0,11234.0,1986.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,38.160000000000004,12250.778123610493,48.0,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,True,False,2050,50815+GEN6,,,,,,,,,,,,
223,Optim Energy Altura Cogen LLC,50815_G_GEN7,50815,G,GEN7,10092.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,68.9,11234.0,1995.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,3.6509190329230177,117.0,POINT (-95.10773 29.8161),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.027100000000004,7033.988439306359,27.560000000000002,0.0,13170.0,3.5999999999999996,44.61442441585719,1,0.0,1,1,0,False,False,False,50815+GEN7,,,,,,,,,,,,
224,Houston Plant,52065_G_GEN1,52065,G,GEN1,,Non-Fossil Waste,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,5.5,9319.0,1977.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,52065.0,29.71977,-95.270562,,,,,,,,0.0,160.1,POINT (-95.270562 29.71977),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,5.5,561.4939973321476,2.2,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,True,False,2030,52065+GEN1,,,,,,,,,,,,
225,Texas City Power Plant,52088_G_GEN1,52088,G,GEN1,,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,139.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,LNB + STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,3.6509190329230177,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.202,14190.484659848822,55.6,0.0,13170.0,3.5999999999999996,26.8527033206867,1,0.0,1,1,0,True,False,2050,52088+GEN1,,,,,,,,,,,,
226,Texas City Power Plant,52088_G_GEN2,52088,G,GEN2,89949.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,104.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,3.6509190329230177,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,26.8527033206867,1,0.0,1,1,0,True,False,2050,52088+GEN2,,,,,,,,,,,,
227,Texas City Power Plant,52088_G_GEN3,52088,G,GEN3,89950.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,104.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,3.6509190329230177,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,26.8527033206867,1,0.0,1,1,0,True,False,2050,52088+GEN3,,,,,,,,,,,,
228,Texas City Power Plant,52088_G_GEN4,52088,G,GEN4,89951.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,104.0,6369.0,1987.0,9999.0,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,3.6509190329230177,117.0,POINT (-94.94382899999999 29.378697),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,26.8527033206867,1,0.0,1,1,0,True,False,2050,52088+GEN4,,,,,,,,,,,,
229,Oyster Creek Unit VIII,54676_G_G81,54676,G,G81,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,73.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,3.6509190329230177,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,38.66707731122558,1,0.0,1,1,0,True,False,2050,54676+G81,,,,,,,,,,,,
230,Oyster Creek Unit VIII,54676_G_G82,54676,G,G82,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,73.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,3.6509190329230177,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,38.66707731122558,1,0.0,1,1,0,True,False,2050,54676+G82,,,,,,,,,,,,
231,Oyster Creek Unit VIII,54676_G_G83,54676,G,G83,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,73.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,3.6509190329230177,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,38.66707731122558,1,0.0,1,1,0,True,False,2050,54676+G83,,,,,,,,,,,,
232,Oyster Creek Unit VIII,54676_G_G84,54676,G,G84,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,160.0,9605.0,1994.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,3.6509190329230177,117.0,POINT (-95.342 28.9802),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,38.66707731122558,1,0.0,1,1,0,True,False,2050,54676+G84,,,,,,,,,,,,
233,Sweeny Cogen Facility,55015_G_GEN1,55015,G,GEN1,3814.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,109.0,8700.0,1997.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.03146,0.03146,0.03146,0.03146,,,,,,,,,,,,Natural Gas,55015.0,29.0728,-95.745,,,,,,,,3.6509190329230177,117.0,POINT (-95.745 29.0728),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,37.278000000000006,2781.9475322365497,43.6,0.0,7340.0,15.45,47.21299558643025,0,0.0,1,1,0,True,False,2030,55015+GEN1,,,,,,,,,,,,
234,Sweeny Cogen Facility,55015_G_GEN2,55015,G,GEN2,3815.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,109.0,8700.0,1997.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.01561,0.01561,0.01561,0.01561,,,,,,,,,,,,Natural Gas,55015.0,29.0728,-95.745,,,,,,,,3.6509190329230177,117.0,POINT (-95.745 29.0728),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,37.278000000000006,2781.9475322365497,43.6,0.0,7340.0,15.45,47.21299558643025,0,0.0,1,1,0,True,False,2030,55015+GEN2,,,,,,,,,,,,
235,Sweeny Cogen Facility,55015_G_GEN3,55015,G,GEN3,3816.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,109.0,8700.0,1997.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.01575,0.01575,0.01575,0.01575,,,,,,,,,,,,Natural Gas,55015.0,29.0728,-95.745,,,,,,,,3.6509190329230177,117.0,POINT (-95.745 29.0728),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,37.278000000000006,2781.9475322365497,43.6,0.0,7340.0,15.45,47.21299558643025,0,0.0,1,1,0,True,False,2030,55015+GEN3,,,,,,,,,,,,
236,Sweeny Cogen Facility,55015_G_GEN4,55015,G,GEN4,3817.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,109.0,8700.0,2000.0,9999.0,,,Y,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.01217,0.01217,0.01217,0.01217,,,,,,,,,,,,Natural Gas,55015.0,29.0728,-95.745,,,,,,,,3.6509190329230177,117.0,POINT (-95.745 29.0728),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,37.278000000000006,2781.9475322365497,43.6,0.0,7340.0,15.45,47.21299558643025,0,0.0,1,1,0,True,False,2040,55015+GEN4,,,,,,,,,,,,
237,Pasadena Cogeneration,55047_G_CTG1,55047,G,CTG1,3831.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,155.0,6694.0,1998.0,9999.0,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,3.6509190329230177,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,28.039252006386683,1,0.0,1,1,0,False,False,False,55047+CTG1,,,,,,,,,,,,
